logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
TMEM200B	0.568101298014007	0.257113128133277	0.879089467894737	4.87813183325628	3.60216591451893	0.000398081510689391	0.000719714952949306	-1.15543805809628
RPL13P5	0.446403707406162	0.202026263639706	0.690781151172618	4.6251848378995	3.60203952930526	0.000398263267861769	0.000719927576022032	-1.1558662220845
OSGIN1	0.221863191686273	0.100339263334094	0.343387120038453	2.78621604778392	3.60002283769603	0.00040117410206274	0.000725072599991636	-1.16269652446405
ANKRD13A	-0.316008738333334	-0.489140937100811	-0.142876539565857	9.2731512938794	-3.59917569025805	0.000402402812682466	0.000727176226074499	-1.16556471367807
KIFC1	0.317905086042016	0.143694619077145	0.492115553006887	2.30409336263819	3.59836348176001	0.000403584172680527	0.000729193621932196	-1.16831405352056
ASB6	-0.25075865902381	-0.388182277364508	-0.113335040683111	3.30561439570854	-3.59812592859342	0.000403930311044642	0.000729701537434477	-1.16911807212719
LAT2	0.363341288373949	0.164181565651765	0.562501011096133	8.52092505907035	3.59745225130735	0.000404913445534804	0.00073135983997933	-1.1713979358609
MTMR2	-0.245891228970588	-0.380700868432322	-0.111081589508854	2.6035572789397	-3.59669730742659	0.000406017852621661	0.000733236617656949	-1.17395237718176
VPS33B	-0.350791786483192	-0.543131341363438	-0.158452231602946	3.73764139263317	-3.59635544784306	0.000406518890829723	0.000734023329507829	-1.17510894438306
HK1	0.501502913077029	0.226508599221866	0.776497226932193	9.11274674952261	3.59609822429592	0.000406896267848717	0.00073458653761234	-1.17597911030225
SPRED2	0.353779286004201	0.159736586446122	0.54782198556228	2.61981597060804	3.59514898546499	0.000408291767403496	0.00073698732729645	-1.17918983345734
MTRF1L	0.37705469381793	0.170105153682808	0.584004233953051	5.70426660135678	3.59270604968962	0.0004119039276014	0.000743387886063511	-1.18744944157043
RILP	0.732922762963585	0.330600798768065	1.13524472715911	5.73779181286432	3.59224762774512	0.000412585099135604	0.000744497504823885	-1.18899882454719
MAP4K3	-0.255428047558822	-0.395675258481879	-0.115180836635766	2.28962882419095	-3.59133691736183	0.000413941474182473	0.000746824955510564	-1.19207634510907
ZNF512B	-0.202432534815125	-0.313586398066196	-0.0912786715640547	2.28350244547236	-3.59118312069979	0.000414170946389618	0.000747118849121411	-1.19259599524386
CDK18	0.219575957149859	0.0989900856519818	0.340161828647737	2.40124355871859	3.59062588592151	0.000415003371081043	0.000748500133441251	-1.19447862351493
NRTN	0.281635120120449	0.126958216733918	0.436312023506979	2.62203537841206	3.59040252923545	0.000415337474030791	0.000748982345102609	-1.19523316625862
SEC24B	-0.532293938974787	-0.824734048420187	-0.239853829529387	5.24100050687437	-3.58918945163214	0.000417156452486856	0.000752141662886808	-1.19933046038265
FGD3	-0.385912844697478	-0.597944230011023	-0.173881459383932	8.2052304128794	-3.5889787129199	0.000417473212892073	0.000752504922441819	-1.20004212798861
GOSR2	-0.477951412858543	-0.740552295615933	-0.215350530101153	4.30848805748744	-3.58896619362668	0.000417492037704755	0.000752504922441819	-1.20008440466317
NRAP	0.224917133628852	0.101336493717192	0.348497773540511	2.24562204692965	3.58883837318609	0.000417684282431981	0.000752730531146892	-1.20051603688384
PARVG	-0.349862056275912	-0.542121728226075	-0.157602384325748	6.59059009925628	-3.58831406019578	0.000418473732482023	0.000754032149311699	-1.20228642910366
CASP7	-0.444705843960785	-0.6891037154061	-0.20030797251547	3.39040722042714	-3.58803951198856	0.000418887675335881	0.000754656845821041	-1.20321337632837
C19orf53	-0.409386526697481	-0.634382534141198	-0.184390519253763	6.41804524091457	-3.58790167875448	0.000419095635000245	0.000754910307539766	-1.2036787142146
PFDN4	0.348238905567226	0.156839400190828	0.539638410943625	2.44006109934673	3.58771781875518	0.000419373190017288	0.000755289028787355	-1.20429941831154
HAUS6	-0.250398190662465	-0.388036018650797	-0.112760362674133	2.96589746731658	-3.58736176719027	0.000419911177196921	0.000756136590260565	-1.20550135485795
LMF1	-0.253091075365547	-0.392211614187497	-0.113970536543597	2.76150228805025	-3.58729737294742	0.000420008544989559	0.000756190581080192	-1.20571872171152
ZEB1	-0.46885461737255	-0.726630949023827	-0.211078285721273	5.90216611894472	-3.58655056195117	0.000421139318876471	0.00075810481816358	-1.20823937914814
CXCL16	0.54905592755882	0.247168210686391	0.850943644431249	6.47552558772864	3.58635222915099	0.000421440102806818	0.000758524592413491	-1.20890872007605
NLRP12	0.498508352435572	0.224381708971387	0.772634995899756	8.85694818450754	3.58593976556023	0.000422066276626733	0.000759529787733354	-1.2103006134078
PI3	-1.71330769213446	-2.65547216955748	-0.771143214711432	7.42303969098492	-3.58583612551828	0.000422223753343104	0.000759691351613968	-1.21065033339223
PCDHGA8	0.207326135677871	0.0932860315765456	0.321366239779197	2.45002572658291	3.58490991978239	0.000423633540721621	0.000762105738053548	-1.21377530102011
ZNF23	0.527927130656863	0.237498569385455	0.81835569192827	3.02925835789447	3.58439990679412	0.000424411726209042	0.000763295262121774	-1.21549575410412
RBAK	-0.269712522422968	-0.418089993931452	-0.121335050914484	2.81514164386935	-3.58438741723459	0.000424430799825332	0.000763295262121774	-1.21553788307975
POU3F3	0.198901115907563	0.0894664738875161	0.30833575792761	2.43824612277387	3.58396861205045	0.000425070851468608	0.000764323841560762	-1.21695049497677
TRMT6	0.618931280414566	0.278360641407567	0.959501919421565	3.704067597	3.58357936736275	0.000425666540432682	0.00076527233526683	-1.21826327050259
PLAU	0.280617508838935	0.126175613764359	0.435059403913511	2.667410760799	3.58287323168332	0.000426749195383943	0.000767095862661959	-1.220644479902
C4orf46	-0.289485645931373	-0.448825240864058	-0.130146050998687	2.45873033892462	-3.58249113890865	0.000427336103734188	0.000768027827691392	-1.22193278961919
TCF7L1	0.253156885917366	0.113810725801011	0.39250304603372	2.61419154247236	3.58242031159463	0.000427444980441579	0.000768100491675805	-1.2221715861962
PEX19	-0.361590433351542	-0.560677036313048	-0.162503830390036	3.55188716068342	-3.58143187837214	0.00042896713907914	0.000770712333452788	-1.22550368761438
MXRA8	0.235965298441177	0.106036964239332	0.365893632643021	2.44755780711558	3.58117932370801	0.000429356883015807	0.000771289089355432	-1.22635494349788
RRBP1	0.376966072002801	0.169374187413544	0.584557956592059	3.21803549219095	3.58074745638461	0.000430024115259514	0.00077236405592866	-1.22781046488886
DNAJA2	0.348846681725489	0.156728721520662	0.540964641930316	6.74484314169347	3.58053916714777	0.000430346269323537	0.000772818984533323	-1.22851240643208
NEXN	0.772534851780113	0.346989230483863	1.19808047307636	3.53196956666834	3.57975870941351	0.000431555397520854	0.000774866347356643	-1.23114225525198
NPR1	0.253015559284312	0.113596578802794	0.39243453976583	2.26241533295477	3.57855029934908	0.000433433839022009	0.00077811462830027	-1.23521314788356
RNF19B	-0.413131320067228	-0.640789112443464	-0.185473527690993	3.32867552183417	-3.57838776290047	0.000433687083606564	0.000778444730043645	-1.2357606085706
SENP3	-0.212187296382352	-0.329117786471135	-0.0952568062935691	3.85492917546231	-3.57827248284776	0.000433866783356782	0.000778642738338367	-1.2361488854351
FAM126A	-0.553231522019608	-0.858108395044604	-0.248354648994613	4.37460702714573	-3.57819690196386	0.000433984637635495	0.000778729709553169	-1.23640344482962
CBFB	-0.451309063550424	-0.700066257491352	-0.202551869609496	5.61758586861307	-3.57750463989211	0.000435065492894393	0.000780544358315088	-1.23873479077589
HRH3	0.282088095924368	0.126598068569139	0.437578123279598	2.72096051735176	3.57737130304837	0.000435273967392118	0.000780793552121859	-1.23918378658784
P2RY14	-1.52020325293978	-2.35838071352387	-0.682025792355681	4.0071298379196	-3.57641146865304	0.000436777460210328	0.000783365296225076	-1.24241547938767
CST4	0.322172460289915	0.144441594375279	0.499903326204551	3.41669995131156	3.57443460736386	0.000439889435029893	0.000788744864204293	-1.24906902489432
IL20RB	0.276806205397759	0.124101498656716	0.429510912138802	2.61727637873869	3.57441684370365	0.000439917492876017	0.000788744864204293	-1.24912879758827
SPEM1	0.237683308686274	0.106545370166004	0.368821247206545	2.55915156547236	3.57398011295267	0.000440607842242059	0.000789856422626259	-1.25059826465806
EPB41L4B	0.503194089913165	0.225541482068685	0.780846697757646	2.94416278772362	3.57367927981587	0.000441083967889712	0.000790583658785873	-1.25161038543601
PHF6	-0.506546964984593	-0.786071749837827	-0.22702218013136	3.83556135751256	-3.57339639672609	0.00044153212554799	0.000791260541823625	-1.25256204684064
SPTY2D1	-0.451423177725493	-0.700606357595025	-0.202239997855961	4.05411094760804	-3.57229182217812	0.000443286151973646	0.000794277055316662	-1.25627736773667
OPA3	-0.238164310556023	-0.369679437887084	-0.106649183224962	2.83181694244724	-3.57094179733916	0.000445438843700307	0.000798006817369867	-1.26081690718903
KRTAP5-1	0.244568304641454	0.109507142805052	0.379629466477856	2.67617933003015	3.57068460519193	0.000445850064444819	0.000798616029241782	-1.26168156000944
NUSAP1	0.740766358145657	0.331584314166402	1.14994840212491	2.99608225525628	3.56982135053226	0.000447232921068271	0.000800965183566572	-1.26458333034206
PPP2R3B	0.308383795809524	0.138032542654943	0.478735048964104	2.617242043799	3.5696695649436	0.00044747648450506	0.0008012735135018	-1.26509348319714
MRPS25	-0.367036816086832	-0.569976213780557	-0.164097418393108	4.03226308392965	-3.56635902338947	0.000452819888049647	0.000810712313926793	-1.27621549753225
TUBD1	-0.248712779163866	-0.386284411133891	-0.111141147193841	2.75336355305025	-3.56493003328582	0.000455144846635479	0.000814744850684853	-1.28101349150781
CD2BP2	0.304704695865545	0.136096374654074	0.473313017077016	6.3188859381206	3.56354249788156	0.000457413094179188	0.000818674600140168	-1.28567067711636
BRF1	0.302669120352942	0.135142049200995	0.47019619150489	3.37881880479397	3.56258240064122	0.000458988811262072	0.000821363808002387	-1.28889225602335
VPS4B	-0.467755324803922	-0.726785619313392	-0.208725030294452	6.94771654454774	-3.56081966892387	0.000461895109994726	0.000826432864215692	-1.29480506239841
MED15	-0.254535244886555	-0.395495114781843	-0.113575374991267	5.39787212318593	-3.56069058125958	0.000462108621292104	0.000826683077975448	-1.29523796542569
CMIP	-0.372331934273115	-0.578546794567515	-0.166117073978715	7.39868698180402	-3.5603453622961	0.000462680070171352	0.000827573437593705	-1.29639560950902
UCHL3	-0.520776084837536	-0.80922571326977	-0.232326456405302	4.51601289719096	-3.56010533461981	0.000463077784921036	0.000828152813128902	-1.29720045090427
LZTR1	-0.222754994711485	-0.34615628646882	-0.0993537029541503	3.17842735043216	-3.55950448348152	0.000464074777004234	0.000829803560793741	-1.29921496686151
PIK3CB	0.566764448161066	0.252750252457567	0.880778643864565	4.34444649311558	3.55905842847464	0.000464816220467431	0.00083099691350733	-1.30071029328282
TRAF6	-0.341344373623249	-0.530535097617733	-0.152153649628765	3.75524594636181	-3.55774411579138	0.000467007382265985	0.000834781274894693	-1.30511535202294
WDR41	0.522846621619048	0.233053353088758	0.812639890149338	4.40995187045729	3.55768761859843	0.000467101789090075	0.000834817053220071	-1.30530467625501
BOC	0.26181673752241	0.116662062567521	0.4069714124773	2.91072045672362	3.55670772906103	0.000468742041084808	0.000837615156855687	-1.30858790198365
FAIM2	0.249268084312326	0.111050040586713	0.387486128037938	2.7609112870201	3.55617998726204	0.00046962767756267	0.000839064129534832	-1.31035582786702
TMEM208	0.348648968662464	0.155259026237483	0.542038911087444	4.96982885071859	3.55497294734117	0.000471659202321923	0.00084255962566963	-1.31439852208429
HAL	-1.00447458662465	-1.56166726198601	-0.447281911263285	6.0517814681206	-3.55480149553104	0.00047194843562074	0.000842824430045855	-1.31497266125195
SLC16A7	-0.296971556635854	-0.461705072500873	-0.132238040770836	2.52384909326131	-3.55479603663008	0.000471957647336318	0.000842824430045855	-1.31499094102491
FANCL	-0.26634222572409	-0.414220914684788	-0.118463536763393	2.33313338936683	-3.55153609187883	0.000477488980971846	0.000852566641919818	-1.32590283328558
USP15	0.582200038296921	0.2588010510279	0.905599025565941	7.6439064588191	3.54989390465271	0.000480298392508296	0.000857446478003197	-1.33139632500706
FAHD2A	-0.253653152854344	-0.394558910898278	-0.11274739481041	3.31278816315075	-3.54971367460706	0.000480607669571157	0.000857862139005491	-1.33199909938729
RAB11B	-0.227395783927175	-0.353803121571654	-0.100988446282696	8.14706486353769	-3.54725102852918	0.000484852393747188	0.000865301139095251	-1.34023264896664
PRPF4B	-0.302593279876755	-0.470863276728744	-0.134323283024767	4.84396184663317	-3.54596456711148	0.000487083777312969	0.000869145197806669	-1.34453176959728
TRMT1	-0.262375531183474	-0.408294353375059	-0.116456708991888	2.6144067651407	-3.54563327703295	0.000487659964462967	0.000870034995421846	-1.34563865838265
AP1G2	-0.510442627964987	-0.794380368935516	-0.226504886994458	5.26500055178392	-3.54491325727824	0.000488914448131271	0.000872134467799893	-1.34804403573525
FECH	1.35004673047339	0.599023578975532	2.10106988197124	7.12665672404523	3.54468196653654	0.000489318066810004	0.000872715725642382	-1.34881661970353
JTB	0.241094819987392	0.106938119175251	0.375251520799533	9.62177366075377	3.54370294406388	0.000491029999770517	0.000875629851807523	-1.35208637117903
CCDC127	-0.380099770467787	-0.591632775403019	-0.168566765532555	3.46366009416583	-3.54324569355247	0.000491831481002865	0.000876919745760113	-1.35361322937414
COQ7	0.238350013784312	0.105644561007812	0.371055466560813	2.84516176554271	3.54167097830506	0.000494601099820789	0.000881717798600301	-1.3588702144847
DCTN5	-0.308125938450981	-0.479694210188379	-0.136557666713584	4.00951432545729	-3.54138450118254	0.000495106530118118	0.000882478634209899	-1.35982636015905
SECISBP2L	-0.438270570509802	-0.682332690023945	-0.194208450995659	3.77818191320603	-3.54098208935482	0.000495817323028427	0.000883605208674768	-1.3611693341851
C9orf46	0.555183967546217	0.245892669639309	0.864475265453125	5.41368448261809	3.53957414873868	0.000498311765217512	0.000887909594993794	-1.36586701300122
CBX3	0.472659476781513	0.209204896501766	0.73611405706126	7.77386910049246	3.537727812818	0.000501600779208741	0.00089362818610581	-1.37202492745614
SNRPG	0.771968568759105	0.341652371289047	1.20228476622916	6.32304300910553	3.53747780698757	0.000502047697258848	0.000894282422006158	-1.37285853110998
TMED3	-0.445240813047617	-0.693475375877022	-0.197006250218211	5.37373381939698	-3.53683269334927	0.000503202650490013	0.000896197451801131	-1.37500931728297
EEF1D	-0.279906660652659	-0.43597879352078	-0.123834527784538	8.0525534190201	-3.53646746537619	0.000503857627615286	0.0008972215641223	-1.37622682112011
DRG2	-0.297623245568627	-0.463639020419689	-0.131607470717566	3.13891770545226	-3.53508036265919	0.000506352474202423	0.000901521095589337	-1.38084977989274
WDR70	-0.365382990182073	-0.569230828689446	-0.161535151674699	4.57099544933166	-3.53446767611178	0.000507458144044583	0.000903346334465151	-1.38289124235373
FAM126B	0.826120445764701	0.36483890858579	1.28740198294361	7.46918254482915	3.53149908321604	0.000512847527098293	0.000912795392402385	-1.39277812934354
MED9	-0.198280404655462	-0.309017790941334	-0.0875430183695907	3.12190801708543	-3.53075292246101	0.000514210586057826	0.000915076307761009	-1.3952620621582
YBX2	0.251286275466385	0.110938528977232	0.391634021955537	3.26090720048241	3.53057242609572	0.000514540820811456	0.000915518803099122	-1.39586285620429
ANG	0.294113204173668	0.129777160079352	0.458449248267985	2.29802148659799	3.52909617208022	0.000517249249346005	0.000920191990513771	-1.40077564767558
BSDC1	-0.222052677904759	-0.346153430018738	-0.0979519257907791	7.25563535428643	-3.52828290847151	0.000518747027277636	0.000922710277398896	-1.40348131422186
C18orf1	-0.376951445581234	-0.587630109599993	-0.166272781562475	2.79661386624121	-3.52814687968235	0.000518997947101336	0.00092301029514599	-1.40393381800014
TMC5	0.254958396019608	0.112452946589444	0.397463845449772	2.76378761901508	3.52792745027783	0.000519402948603287	0.000923584200479494	-1.4046637239353
LRRC41	-0.3380127544958	-0.526949256152334	-0.149076252839266	4.15083345454774	-3.52775988841892	0.000519712417838755	0.000923988078736772	-1.40522107164292
CD52	-0.887765820687674	-1.3840052274349	-0.39152641394045	8.61542850866834	-3.52767827878274	0.000519863204995543	0.000924109755498175	-1.40549251483618
C1orf63	-0.572542951011206	-0.892715570329797	-0.252370331692615	8.13037525184422	-3.52618978176078	0.000522620664821208	0.000928864285813049	-1.41044245760286
DNAJB2	0.57862671577871	0.254914104504304	0.902339327053116	5.7545579930402	3.52468785385248	0.000525416920932562	0.000933686252843264	-1.41543519536744
OTUD6B	-0.27392615154902	-0.427186228639789	-0.120666074458251	2.53436956603015	-3.52440862834188	0.000525938322876697	0.0009344648288984	-1.41636319522926
C20orf11	0.349187892561623	0.153812012612371	0.544563772510874	4.97965092846734	3.524276948972	0.000526184378253978	0.000934754011835705	-1.41680080620877
SLC10A3	0.359257550179268	0.158189676222768	0.560325424135767	4.78845055222111	3.52326263186934	0.000528083351796241	0.000937979008207884	-1.42017120959529
HIGD1A	0.346235442316528	0.152433372450295	0.540037512182761	3.22570241767337	3.52285615583723	0.000528846148185113	0.000939185231038668	-1.42152162000394
PBX3	-0.471517325331934	-0.735463040870277	-0.207571609793591	5.05150139461307	-3.52261222252437	0.000529304412064999	0.000939850334207819	-1.42233195865721
C19orf77	0.865101353605041	0.380824195989682	1.3493785112204	3.95406412535678	3.52253085763999	0.000529457350623549	0.000939973167014311	-1.42260223917976
ZNF137	-0.338822179887957	-0.528512092607122	-0.149132267168792	3.05695317540704	-3.522162549438	0.00053015016499705	0.000941054278961862	-1.42382562841615
SLC24A3	0.433101442179272	0.190596368918632	0.675606515439912	2.39489231934171	3.52168575575534	0.000531048312531135	0.000942499472279678	-1.42540920020907
GTF2IRD2	-0.353355928561624	-0.551217335763552	-0.155494521359697	3.72789905416583	-3.52154374974213	0.000531316088576576	0.000942825608160394	-1.42588080728591
OPRL1	0.414820601065827	0.182534467678875	0.647106734452779	5.69971816053769	3.52142814536675	0.000531534173521829	0.000943063477511774	-1.42626472117591
CLTB	0.376279083831931	0.16555635572051	0.587001811943352	5.30959620080402	3.52111733278941	0.00053212093094351	0.000943955277750249	-1.42729685241202
OAZ2	-0.32240906977591	-0.503008797221279	-0.14180934233054	8.5179876819397	-3.52023745463707	0.000533785279264504	0.000946758085017586	-1.43021827264954
EPHB1	-0.381549277848741	-0.595286077325035	-0.167812478372446	3.30071303424121	-3.52008486095223	0.000534074417200716	0.000947121224688122	-1.43072485706756
ZNF692	-0.30083868217367	-0.469372527935511	-0.132304836411829	3.7812426679598	-3.51988395713896	0.000534455318473516	0.000947646955902955	-1.43139179311491
TBX6	0.281035092016807	0.123585645165141	0.438484538868473	2.65882729240201	3.51966405223126	0.000534872536986194	0.000948236905222602	-1.43212176815335
NPPA	0.264428800233893	0.116251547638592	0.412606052829195	2.28865454601508	3.51891693921376	0.000536292295575062	0.000950603718360977	-1.43460151134513
GABRA3	0.302521227231092	0.132989617875865	0.472052836586318	3.11996466221106	3.51873830026164	0.000536632291565862	0.000951056155393573	-1.4351943631154
REEP1	0.249174604165264	0.109474105122976	0.388875103207553	2.40488808724623	3.51712350458607	0.000539714858602266	0.000956368252524022	-1.44055220367965
SYCE2	0.20942892127451	0.0920070490310759	0.326850793517943	2.23278797829146	3.51697640307461	0.000539996492781344	0.000956716236500197	-1.44104017386103
COPS3	0.423126146809521	0.185785123293209	0.660467170325833	6.47813311638191	3.51543321395821	0.00054295934188013	0.000961813691330517	-1.44615820725322
HRSP12	0.291952230950979	0.128173090422153	0.455731371479804	2.3926525358392	3.51507835177284	0.000543642814722818	0.000962872422162163	-1.4473348378536
MARCKS	0.512126471487392	0.224759650333556	0.799493292641227	9.32619281758794	3.51416703427829	0.000545401735048529	0.000965835295994097	-1.45035604864478
MYO7B	0.429141839854343	0.188316483252947	0.66996719645574	3.60511864145729	3.51382757126366	0.000546058291861442	0.000966845400957574	-1.45148126364438
CD164L2	0.224861722542018	0.0986442180914635	0.351079226992572	2.92601396449246	3.51299671375009	0.000547668387884485	0.000969543247963352	-1.45423489442474
CDKL1	0.334148195015406	0.146424168563013	0.521872221467798	2.3771806888794	3.50995103712492	0.000553608704087069	0.000979904870231086	-1.46432396616601
CARD14	0.207832623375351	0.0909915126360562	0.324673734114645	2.42148524374874	3.50751746404154	0.000558398570256591	0.000988227212650917	-1.47237983331208
TMEM131	-0.38120371166667	-0.595533549012662	-0.166873874320678	6.31758951248744	-3.50716570433211	0.000559094127478316	0.000989302159975033	-1.47354385649153
ETFA	0.443036214424367	0.193925409144169	0.692147019704565	6.34390429007538	3.50694101499398	0.000559538845658226	0.000989932985334482	-1.47428733163933
GLYATL1	0.39612830278011	0.173299935724424	0.618956669835797	3.88110819695477	3.50547758916638	0.000562443474198611	0.000994914985412486	-1.47912863516724
DRG1	-0.366723442120448	-0.57303624242587	-0.160410641815027	5.96866362543719	-3.50505064816427	0.000563293534979449	0.000996261631133077	-1.48054070432099
HBM	0.85559512491737	0.374050678110798	1.33713957172394	10.2873438010704	3.5035935799011	0.000566203716345081	0.00100125088320588	-1.48535868235917
ADAMTS3	0.551665778571429	0.241144372101692	0.862187185041165	2.38819113000502	3.50321102609433	0.000566970120247237	0.00100244819433031	-1.48662335074114
SIGIRR	-0.355145462656862	-0.555121437956602	-0.155169487357122	3.513093503201	-3.50195246200172	0.00056949838698957	0.00100675975091319	-1.49078312277987
ICT1	-0.37632223459804	-0.588289316179636	-0.164355153016444	3.2301855558995	-3.50084802422917	0.000571725746902789	0.00101053808973745	-1.49443239197111
VPS36	-0.537630719287114	-0.840465119717605	-0.234796318856624	5.5699544589397	-3.50074653616067	0.000571930831071201	0.0010107413836663	-1.49476767649244
HBCBP	0.205967498995799	0.0899101713442215	0.322024826647376	2.22454297657789	3.49951555871136	0.000574423856428264	0.00101498732748197	-1.49883375280052
TCEA1	-0.424015945056024	-0.663053363412867	-0.184978526699182	7.78771890733166	-3.49782516703782	0.00057786392079103	0.00102090505653604	-1.50441527257626
CHDH	0.230517326628851	0.100500643285206	0.360534009972497	3.09017119841206	3.49611967538222	0.000581354292826139	0.00102690978657247	-1.51004423403198
MAP1LC3A	0.291631770718487	0.127103955948195	0.45615958548878	2.78161192152764	3.49524243732157	0.000583157295727297	0.00102993251064711	-1.51293860548256
LPP	-0.321291946098038	-0.502572193301759	-0.140011698894316	4.42751577457789	-3.49487103037196	0.000583922234275519	0.00103112121369628	-1.51416383714241
LAIR1	0.842678132920165	0.367104524636931	1.3182517412034	6.93480226115578	3.49402314991888	0.000585672031349744	0.0010340483851175	-1.51696047215616
LMNA	0.540701145739496	0.235538549144395	0.845863742334596	4.18469114535176	3.49387841469071	0.000585971216880639	0.00103441387381383	-1.51743780448475
CABLES1	0.218001251352941	0.0949171150417562	0.341085387664126	2.64384251206533	3.49251840468428	0.000588789535416336	0.00103922556880184	-1.52192222117658
NOL12	-0.332372277836133	-0.520039286253479	-0.144705269418787	6.52137631195477	-3.49235723784241	0.000589124359150623	0.00103965302066178	-1.52245354083629
PSMC3	-0.359898802358545	-0.563132920560129	-0.156664684156962	5.85832882271357	-3.49193043590772	0.000590011901984587	0.00104105559183507	-1.52386047645266
TMEM123	-0.858328552317925	-1.34303974055197	-0.37361736408388	7.70705231156784	-3.49182375097689	0.000590233951178116	0.00104128366610923	-1.52421213532026
KCNS2	0.224386211584034	0.097654909561748	0.35111751360632	2.85126548678392	3.49135547335296	0.000591209530387989	0.00104284082835807	-1.52575557713895
SCNM1	0.241781846379551	0.105210977582958	0.378352715176143	6.1303812041407	3.49098045246585	0.000591991914866315	0.00104405677646233	-1.52699151292439
G2E3	-0.282344445212885	-0.441847387866902	-0.122841502558869	2.93223305745226	-3.49053781751694	0.00059291660804754	0.00104552328339244	-1.52845012951554
PPP1R15A	0.347732953893558	0.151195001476285	0.544270906310831	4.25068643264322	3.48884135859746	0.00059647318023555	0.00105162954102174	-1.53403896120762
AZU1	0.861726405226892	0.374594103850413	1.34885870660337	3.39148600949246	3.48822324685763	0.000597773997147006	0.00105360972263341	-1.53607467726749
TNR	0.20622942205182	0.0896481609915316	0.322810683112109	2.55527570963819	3.48821845400297	0.000597784094101491	0.00105360972263341	-1.53609046101608
C15orf37	0.520783808196079	0.226332582602276	0.815235033789881	4.27640684633166	3.4875938738655	0.000599101246453021	0.00105576541892208	-1.53814715363186
AQP2	0.258249731152661	0.112220947219051	0.404278515086271	4.19657365028141	3.48725101140428	0.000599825452070702	0.00105687568270332	-1.53927603381495
TOMM40L	0.328585941480391	0.142773302489462	0.51439858047132	2.62665654626131	3.48702873545002	0.000600295389330109	0.00105753765448391	-1.54000782849716
NOC4L	-0.209989878176473	-0.328774141971717	-0.0912056143812296	2.91233660946734	-3.48595077921867	0.00060257931237275	0.00106139460735316	-1.54355617664407
LAG3	-0.434878751453783	-0.680909183934737	-0.188848318972828	2.79077000279397	-3.48546846337458	0.000603603856757949	0.00106303240435306	-1.54514351898966
CDC73	0.450626945815125	0.195640684987159	0.70561320664309	5.94572586136683	3.48483465048367	0.00060495269768959	0.00106524073018556	-1.54722915535187
GABBR2	0.254635761344537	0.110531358358952	0.398740164330122	2.57752362329648	3.48436742849774	0.00060594881929524	0.00106682736901964	-1.54876638963814
ETV3	-0.246891814673669	-0.386631501814918	-0.107152127532421	3.46777130637186	-3.48392441794864	0.000606894742143632	0.00106832514452327	-1.55022379594169
DGCR14	-0.21233465989916	-0.332531057838212	-0.0921382619601075	2.72412515734171	-3.48346328444729	0.000607880831904073	0.00106989314548738	-1.55174064848045
NPAS3	0.236494593841737	0.102616389953443	0.370372797730031	3.41793348365829	3.48331812530716	0.000608191551538453	0.00107027216424095	-1.55221809817201
C1orf69	0.344617109826331	0.149514546061873	0.539719673590789	2.8897507718392	3.48301751950618	0.000608835485259593	0.00107123734957403	-1.55320677871136
IPO8	-0.460137556278712	-0.720659578426959	-0.199615534130465	4.66629025660804	-3.48277197103323	0.000609361953840844	0.00107199558645586	-1.55401432183175
PRICKLE3	0.270098051869748	0.117160739160356	0.423035364579139	3.93363619673367	3.48248934515749	0.00060996844663952	0.00107289434297628	-1.55494374019743
CCR2	-0.772047511182072	-1.20923014222314	-0.334864880141001	6.95289844126633	-3.48227389631073	0.00061043116294629	0.0010735399640469	-1.55565220129353
GIT2	-0.334428170778714	-0.523845176185922	-0.145011165371505	8.04722600225628	-3.48149428402611	0.000612108276153467	0.00107632075759859	-1.55821547844985
ST3GAL2	0.340984630535011	0.147733895435929	0.534235365634093	7.71616359672362	3.47932861604112	0.000616789787917826	0.00108432371308144	-1.56533328360899
JMJD8	-0.399488329389356	-0.625897531683971	-0.17307912709474	4.24571300596482	-3.47929955287718	0.000616852841232572	0.00108432371308144	-1.56542877755486
HIVEP3	-0.278814482536414	-0.43683696920504	-0.120791995867789	3.5500777260201	-3.47919072161342	0.000617089007266549	0.00108456896468993	-1.56578636231264
AP4B1	-0.427293126477594	-0.669498107218956	-0.185088145736233	5.46551968290452	-3.47876135047183	0.000618021578421859	0.00108603791936268	-1.56719704205724
BTBD10	0.452614434299718	0.196028437490173	0.709200431109264	6.44524997602513	3.47838178586681	0.000618847072462136	0.00108731827887429	-1.56844395625257
KCTD20	0.427412985084035	0.185003492571889	0.669822477596181	5.85752077843216	3.47680144315446	0.000622295195761723	0.0010932054926171	-1.57363427191919
PTPRA	-0.439598969791318	-0.688954056939243	-0.190243882643392	4.58911685893467	-3.47632388705092	0.000623340705559954	0.0010948707775542	-1.57520229722913
ARHGAP10	-0.213308807528013	-0.334342510038121	-0.0922751050179038	3.03132442482412	-3.47523572751292	0.000625729158032435	0.00109889399240062	-1.57877448772178
ITPRIP	0.364627154974788	0.15772859027392	0.571525719675657	6.37909641356281	3.47514820240476	0.00062592164327532	0.00109906003455416	-1.57906177052339
POFUT1	-0.228412261317928	-0.358031784339616	-0.0987927382962394	3.37444542158794	-3.47480784908086	0.000626670676063269	0.00110020311745651	-1.58017884797059
