logFC	AveExpr	t	P.Value	adj.P.Val	B
ZNF549	-1.24143182181824	2.78610191972864	-18.3362026570856	1.01516504476187e-44	1.00815771082457e-42	91.131422934806
HP	4.9890254133432	7.76353985239698	18.3248732425045	1.09725211438625e-44	1.08011958137214e-42	91.0540137386299
NOLC1	-2.00669697418873	4.95646613566332	-18.3047166495469	1.26008798376992e-44	1.22962672642313e-42	90.9162611905444
FCAR	2.77946517340476	6.59073566901508	18.2930636311817	1.36505679917162e-44	1.32057477588827e-42	90.836605067042
ZBTB40	-1.49310449769803	4.18846180794472	-18.2891718845197	1.40203018633023e-44	1.34475066247845e-42	90.8099994574452
ZNF827	-1.12556451482811	2.57185938237688	-18.2126163883275	2.37248308282068e-44	2.25627162334014e-42	90.2863364324609
POLR1B	-1.30642348177468	3.17366645568342	-18.1972855232661	2.63621344452422e-44	2.48601573734881e-42	90.1814008432981
DOCK10	-2.15264099012544	4.85101069319598	-18.1911980785198	2.74890781962673e-44	2.57068696265426e-42	90.1397276990153
OXNAD1	-1.77445333813588	4.78878888741206	-18.167850607484	3.2277471674184e-44	2.99353543080738e-42	89.9798638223741
Septin 1	-1.56226796764228	2.98699003943216	-18.1621036544165	3.35791127469109e-44	3.08872789545766e-42	89.9405055334471
IKZF2	-1.51266297525261	2.49691937254271	-18.0700902160505	6.32637646670775e-44	5.77191843165808e-42	89.3099201125436
RNASE2	3.02393793432521	8.15340912377387	18.0624520115991	6.6681592504908e-44	6.03468412169417e-42	89.2575381163161
TTC39C	-2.17656519683972	4.06654105556784	-18.0530093845837	7.11636797721703e-44	6.38879051522636e-42	89.1927740050788
FLOT1	1.45638410237514	10.700973832593	18.0412065795544	7.71929426720293e-44	6.87507303702788e-42	89.1118103869965
RGL4	3.1933064898403	8.41938154341206	18.0382773196752	7.87669646822903e-44	6.96002265877687e-42	89.0917145418388
ABLIM1	-2.71634761572531	5.94559821680402	-18.0159360324944	9.18791992281676e-44	8.055221669832e-42	88.938418347164
PLEKHA1	-2.39734406300406	4.04063566971357	-18.0070652637565	9.76731600563524e-44	8.49680776862315e-42	88.8775380634657
CLIC3	-2.55653332184088	3.44017151191457	-18.0034427267526	1.00143231470783e-43	8.64467187357794e-42	88.852674401792
BCL2A1	3.65193633481592	7.48961545559296	17.999069813147	1.03208483555569e-43	8.84126414092055e-42	88.8226588235578
GLOD4	-1.27893215352962	3.61976118947236	-17.9673130469247	1.2847766240178e-43	1.09225479353998e-41	88.6046277847261
CD55	1.66531533298665	10.2103238532714	17.955988295897	1.38916970722654e-43	1.17212499657866e-41	88.5268533154928
PRPS1	-1.61167975889953	5.64485034145729	-17.9501508789647	1.44625726678082e-43	1.21118649610555e-41	88.4867593232443
SMYD4	-1.15167480910743	3.0675825691608	-17.9471041041412	1.47698109643076e-43	1.22775421215896e-41	88.4658314593522
DDX47	-1.83856441023171	4.42179309429146	-17.879691532573	2.35215115190014e-43	1.94087060489878e-41	88.0025654569476
BCL6	1.79994566328803	10.7896305507035	17.8611503649067	2.67349763225692e-43	2.18795703482391e-41	87.8750756662825
MAP3K4	-1.51877741830081	3.57700322652764	-17.8602277325485	2.69059054362591e-43	2.18795703482391e-41	87.8687307912722
TRD@	-2.39764932017015	7.02641280244221	-17.8559661646899	2.77097328042829e-43	2.23711238510549e-41	87.8394232955779
MAFG	1.41808170500232	6.96856624413065	17.8508403549479	2.87085160192269e-43	2.30119261976974e-41	87.8041700772592
TIGD3	-1.76760765694541	3.31599648309045	-17.8460865167101	2.9667031295999e-43	2.36115904399788e-41	87.7714729899633
CYB561	-2.01584144457839	4.30271499995477	-17.8063788288606	3.9034367847524e-43	3.08481461961207e-41	87.4982818439644
ABHD15	-1.29040176690128	2.87870354029146	-17.797688472311	4.14512285305635e-43	3.2529068990908e-41	87.4384726695195
PECI	-1.79897402771893	4.66771124133166	-17.7861057928144	4.49071615764285e-43	3.49964005007417e-41	87.3587472272135
PYHIN1	-2.09152783212079	3.54377808239196	-17.775013524994	4.84870988057282e-43	3.7525670537785e-41	87.2823860445871
NOV	-1.92027658540592	2.75849231446734	-17.7632754924285	5.25873482956181e-43	4.04202207242073e-41	87.2015672592176
INPP4B	-1.81808394868525	3.02769812939196	-17.7576947403221	5.46568865387699e-43	4.17251415468079e-41	87.1631382890542
CR1	2.48981503937399	8.04119781098995	17.753071082886	5.64331736867415e-43	4.27900726427441e-41	87.1312977434312
DCAF16	-1.19230755965621	3.4637708718191	-17.7190057801329	7.14320399878052e-43	5.37993525330973e-41	86.8966501249768
ENOSF1	-1.29369752610163	3.43467171201005	-17.6837886555857	9.11506306033101e-43	6.81928251086897e-41	86.6539599517435
KLRG1	-3.01243672339547	4.16632819155276	-17.6444830821999	1.19666564178495e-42	8.89336545172896e-41	86.3829656502561
SH3GLB1	1.74804938603136	9.15098708185427	17.6366997769487	1.26295661956323e-42	9.32427577943323e-41	86.3292871133042
MDN1	-1.58204276101975	4.04364441784925	-17.6304839517321	1.31853004682394e-42	9.67094391206422e-41	86.2864150786364
PDE4DIP	-2.09493967867422	3.78895364878392	-17.6205934267555	1.41205220101057e-42	1.02896427271043e-40	86.218190777209
GPR183	-2.7944523711446	5.02616334706533	-17.5979548081109	1.65190331662914e-42	1.1959780012395e-40	86.061998614991
RAB10	1.1706689093432	7.79459785981407	17.5710493700079	1.99060571448452e-42	1.43196008512469e-40	85.8763100017569
PGS1	1.90039794621951	9.25115394202512	17.5546019683351	2.23107760806247e-42	1.5947231157756e-40	85.7627668589538
GATA2	-2.58480620181591	3.24664019056281	-17.5444166275653	2.39437260683914e-42	1.700610721136e-40	85.6924415471074
PLCG1	-1.16000384853542	2.85083646595477	-17.5431730045747	2.41511407508289e-42	1.70455409752076e-40	85.6838542617091
EPB41L2	-1.06489332387515	2.5541590729196	-17.5406766205295	2.4572943153677e-42	1.72348480044102e-40	85.6666161891137
PRPF19	-1.47373421619686	4.81653773374874	-17.5366381555273	2.52709869330661e-42	1.76143487803024e-40	85.6387285749863
MYCL1	-1.60114297944309	3.38546047459799	-17.5214492037343	2.80789710084773e-42	1.94507538677242e-40	85.5338287088261
SH3YL1	-2.54579007450465	3.96932752321608	-17.5109574457895	3.0199114167722e-42	2.07910711159618e-40	85.4613576120768
SMAD3	-1.92265600992973	4.05225746341709	-17.5087020831397	3.06754143142178e-42	2.09902133801312e-40	85.4457776154097
FAIM3	-2.87337776366377	5.42974114195477	-17.4611673623654	4.26652097827943e-42	2.90175141928799e-40	85.1173075613794
CACNA2D3	-1.73340806132404	3.26717810396482	-17.4578599310152	4.36562628031311e-42	2.95126856130564e-40	85.0944456853786
HLA-DPB1	-2.43359223829559	7.31633869207035	-17.4567795351995	4.39849685355811e-42	2.955684532373e-40	85.0869774906547
IMP3	-1.67272470554007	6.2842740741005	-17.442884214848	4.84403024307361e-42	3.23569686831976e-40	84.9909177891938
LRPPRC	-1.65806912919802	3.55805212841709	-17.4166703163922	5.81134266608585e-42	3.85886907685298e-40	84.8096540538421
SSBP2	-1.528315769777	4.06888736323116	-17.415727738755	5.84951789806223e-42	3.86136999129732e-40	84.8031352420169
RSAD1	-1.49144998266551	3.61090247602513	-17.4082154010961	6.16289300405897e-42	4.04444358430116e-40	84.7511776785201
GPRASP1	-1.34339018070615	2.81936640786432	-17.4066100822324	6.23200949473964e-42	4.0660238691842e-40	84.7400741992458
HLA-DOA	-2.38356713548491	4.72666812053266	-17.3961365155439	6.70240515131947e-42	4.34765263630677e-40	84.6676265556202
STOM	2.45196051870732	8.92986472257789	17.3896332855911	7.01221634429878e-42	4.52247654113338e-40	84.6226378467977
GZMM	-2.41604707374507	4.15566384652764	-17.3658546637161	8.2722669367483e-42	5.30465026081083e-40	84.4581095098795
EOMES	-3.02437624119802	4.86486547453769	-17.3649176511913	8.32631956819562e-42	5.30897489740291e-40	84.4516251926305
FXC1	-1.04420597141231	3.77639203754271	-17.3544857488144	8.95252893922317e-42	5.67600450598658e-40	84.3794293611437
CCR3	-3.38012273306039	4.51616852088442	-17.3423689547317	9.7393465276457e-42	6.14016554681124e-40	84.2955615628096
PTCH1	-1.12291933241057	2.51685356739698	-17.3400071498263	9.90059747325839e-42	6.19849197376366e-40	84.2792126343899
NIPAL3	-1.82395692242509	4.34283187846231	-17.3394021430028	9.94233251895792e-42	6.19849197376366e-40	84.2750245707385
SH2D1B	-1.85789231113589	3.43132977753769	-17.3042681221221	1.26940923544815e-41	7.87033725977856e-40	84.0317628866499
METAP1	-1.55128544662253	5.22950691445729	-17.3001484028336	1.3063126119173e-41	8.0546374345802e-40	84.0032320066545
PAPD7	-1.38759346349245	4.992399598201	-17.2897093586769	1.40470675037549e-41	8.60288795458162e-40	83.9309307478136
AFF3	-1.67538925660453	2.59088501800503	-17.2891115724871	1.41056084801552e-41	8.60288795458162e-40	83.9267901842052
MAP2K6	2.6907794138403	6.03459289272362	17.2780294401684	1.52362389562884e-41	9.24222019283613e-40	83.8500245249498
CA4	3.01727030211382	7.06011261030653	17.2591281558542	1.7378020046553e-41	1.04331835147239e-39	83.7190725697244
BMX	3.08747520348142	5.58912906924623	17.2590659902367	1.73855401644392e-41	1.04331835147239e-39	83.7186418254353
USP11	-1.80815061914808	4.52432496145729	-17.235050749353	2.05486924854096e-41	1.22658205888971e-39	83.5522171404233
CD74	-2.19812379302729	7.57353890490452	-17.234028526023	2.06954435510186e-41	1.22880564830439e-39	83.5451321309273
Septin 9	-1.659594721982	8.45748650442211	-17.230390737999	2.12262546084466e-41	1.25368962745257e-39	83.5199180062313
DDX24	-1.84691591182404	5.7510662340804	-17.2196684136088	2.28714858688156e-41	1.3437896042924e-39	83.4455935136269
ARHGEF18	-1.34618737122881	7.61695236409548	-17.2171852678128	2.3270366679164e-41	1.36010445246655e-39	83.428379634211
NDNL2	-1.34834553268874	5.04131031028141	-17.2028828622236	2.57073228057684e-41	1.49475428251986e-39	83.3292215437496
C16orf7	1.63943326300406	6.35192932739196	17.1927181553025	2.75931656880575e-41	1.59613662552258e-39	83.2587399378751
DOCK9	-1.29858957562195	3.3272447721206	-17.1878503379954	2.85447505933724e-41	1.64271380081449e-39	83.2249837709869
TRIT1	-1.24026750965795	3.03250560421608	-17.1829115095948	2.95438184867102e-41	1.69153434213195e-39	83.1907332252589
ELAC2	-1.44111967207085	5.3870178261206	-17.1783501212478	3.04976214355231e-41	1.73728074999716e-39	83.1590984674815
C19orf29	-1.1208755528827	4.12194978353769	-17.1582877294427	3.50726311281682e-41	1.98780336626416e-39	83.019939244061
DDAH2	2.17187909033275	6.1716314961809	17.1501140388454	3.71281522065464e-41	2.09372926664253e-39	82.9632346562992
PGD	1.87394963056155	9.15720604135678	17.1279260190335	4.33370919255567e-41	2.43164422794298e-39	82.8092794804198
PPP1R16B	-2.02057857484727	3.82677643492965	-17.1113084349255	4.8659463093088e-41	2.71669897925688e-39	82.6939500643476
FTO	-1.40491005844831	4.93070133916583	-17.1096640324072	4.92205023796393e-41	2.73441820645699e-39	82.6825363870068
SPOCK2	-2.7556555311173	6.02046764457286	-17.105198488653	5.07769677074187e-41	2.80699079612144e-39	82.6515402965409
RRP1B	-2.231405116241	4.50060526328643	-17.1000094334164	5.26476490438857e-41	2.89613685083571e-39	82.6155202123372
TTC3	-1.83542640244832	5.51986680961306	-17.0854947710587	5.82550554158309e-41	3.18896698476319e-39	82.5147546880029
MAP4K1	-1.37016854890999	3.3023032311608	-17.0845333883034	5.86469218211802e-41	3.19483377027808e-39	82.5080798693713
SH2D1A	-1.6264427011957	3.02479522975879	-17.0464795080193	7.64748990442108e-41	4.14590008248373e-39	82.2438160162464
LPIN1	-2.14596027069977	4.60206219629146	-17.0374724487238	8.14348895533614e-41	4.39356889696068e-39	82.1812502466688
CD28	-1.28935897003717	2.79285714837688	-17.0249509126028	8.88700902995182e-41	4.77177106861815e-39	82.0942613712583
PEBP1	-2.04194246076248	4.50910039336683	-17.0237251263124	8.96335328110527e-41	4.78984526288397e-39	82.0857450071015
IL18RAP	2.49167142838734	8.7493680970402	17.0173334510221	9.37221138421069e-41	4.98459507837026e-39	82.0413358406777
TNKS	-0.984855168216608	3.19152557211055	-17.0002049619599	1.05623609884389e-40	5.59107617982362e-39	81.9223120338002
GRB10	2.97525130885133	5.83801905517588	16.9797711799058	1.21818050326683e-40	6.41803831345557e-39	81.7802905568014
BLCAP	-0.943402093392572	6.94676693228643	-16.9716028860366	1.2896741219101e-40	6.76295467106317e-39	81.7235092658568
PARP1	-1.80817705037979	4.61125566264824	-16.9628352628959	1.37109681568556e-40	7.15648765842947e-39	81.6625560954024
RNASEN	-1.35641920751568	3.26244171730151	-16.9521253647757	1.47757573668107e-40	7.676553202331e-39	81.5880921134798
FAM78A	-1.32749884055343	6.38875873454271	-16.9348310294445	1.66728214444151e-40	8.6222305183975e-39	81.467829280785
UGCG	2.71551321651336	7.54014081552261	16.9337045788138	1.68045286023797e-40	8.65047798054608e-39	81.4599952830756
SULT1B1	2.4597630466115	4.9343325808392	16.9225813011699	1.81623692347135e-40	9.30676290191576e-39	81.3826323263674
SNX3	1.30773641411673	10.5688244164925	16.9207213702923	1.83999066053882e-40	9.38562508753027e-39	81.3696954987929
DDX18	-1.82128981989431	5.17870100507538	-16.9134321187869	1.93612169250883e-40	9.83129304675751e-39	81.3189922812329
SRRM1	-1.23699623189779	6.7292584669598	-16.9086329283137	2.00214395324686e-40	1.01207474969983e-38	81.2856074584132
FGD4	1.81046858843844	6.47456534344724	16.904121165075	2.06626714902435e-40	1.03980493032965e-38	81.2542204940798
EIF3D	-0.975714370547611	8.09446166941709	-16.902385899932	2.09147365264703e-40	1.04779095223236e-38	81.2421483738829
PAN2	-1.21246011106794	3.3380650178392	-16.9002232436019	2.12331998273957e-40	1.05901763761349e-38	81.2271026051741
EXOSC10	-1.38299333961614	3.21343331562814	-16.8870740732345	2.32767719816122e-40	1.15238521047295e-38	81.1356152308829
LBH	-2.53862937173926	5.520237638201	-16.8868663375348	2.33105901601639e-40	1.15238521047295e-38	81.1341697736147
HNRNPR	-1.48167359608769	6.90897523234673	-16.8856591874945	2.35080833496811e-40	1.15705136557071e-38	81.1257701720505
SRPK1	1.78157853703252	8.27924732640201	16.8770122729216	2.49726028078421e-40	1.22376658825154e-38	81.0655999450022
